Year,Office,"Election type (RCV, Primary, General, Runoff)",# of Candidates,Candidates (list all) ,Sex/ Gender,Race/ethnicity identified,Source for race/ethnicity,Winner (Y/N),vote share - first round,vote share - final round,Type of verification for race/ethnicity,,,,,,,,,, ,,,,
2002,Board of Supervisors D4,Runoff,8,Fiona Ma,F,Asian,http://www.boe.ca.gov/ma/,Y,23.56,56.19,Photo- see H,,,,,,,,,,,,,,
2002,Board of Supervisors D4,Runoff,8,Ron Dudum,M,Middle Eastern,,N,22.93,43.81,,,,,,,,,,,,,,,
2002,Board of Supervisors D4,General,8,Ed Jew,M,Asian,,N,16.12,,,,,,,,,,,,,,,,
2002,Board of Supervisors D4,General,8,Andrew Lee,M,Asian,http://www.sfgate.com/news/article/S-F-fundraiser-Julie-Lee-guilty-of-fraud-3277401.php,N,16.03,,Photo and article- his mother is Asian,,,,,,,,,,,,,,
2002,Board of Supervisors D4,General,8,Joel Ventresca,M,n/a,http://www.ourcampaigns.com/RaceDetail.html?RaceID=548143,N,8.42,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D4,General,8,Barry Hermanson,M,n/a,http://www.ourcampaigns.com/RaceDetail.html?RaceID=548143,N,6.93,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D4,General,8,Marks Lam,M,Asian,http://www.smartvoter.org/2002/11/05/ca/sf/vote/lam_m/bio.html,N,3.73,,Website,,,,,,,,,,,,,,
2002,Board of Supervisors D4,General,8,Krista Spence Loretto,F,Undetermined,http://www.smartvoter.org/2002/11/05/ca/sf/vote/loretto_k/,N,2.17,,,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Chris Daly,M,n/a,,Y,51.21,,,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Burke Strunsky,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/strunsky_b/,N,14.61,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Roger Gordon,M,African American,http://www.smartvoter.org/2002/11/05/ca/sf/vote/gordon_r/,N,14.33,,Photo- see H,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Michael A. Sweet,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/sweet_m/bio.html,N,9.61,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Arthur Jackson,M,African American,http://www.sfgate.com/bayarea/article/Arthur-M-Jackson-businessman-civic-leader-2499641.php,N,2.64,,Photo- see H,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Malinka Moye,M,Undetermined,http://www.sfgate.com/politics/article/Newsom-hops-into-race-for-S-F-mayor-He-joins-2752205.php,N,2.34,,,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Garrett Jenkins,M,Undetermined,could not find,N,2.11,,,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,Robert N. Power,M,n/a,https://www.linkedin.com/in/powerrob,N,1.53,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D6,General,9,James Leo Dunn,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/dunn_j/,N,1.41,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D8,Runoff,6,Eileen Hansen,F,n/a,http://www.smartvoter.org/2002/12/10/ca/sf/vote/hansen_e/bio.html,N,36.23,47.39,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D8,Runoff,6,Bevan Dufty,M,n/a,,Y,32.45,52.61,,,,,,,,,,,,,,,
2002,Board of Supervisors D8,General,6,Tom Radulovich,M,n/a,http://outhistory.org/exhibits/show/out-and-elected/1996/tom-radulovich,N,19.26,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D8,General,6,James Green,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/green_j/bio.html,N,7,,n/a,,,,,,,,,,,,,,
2002,Board of Supervisors D8,General,6,Starchild,M,n/a,,N,3.04,,,,,,,,,,,,,,,,
2002,Board of Supervisors D8,General,6,Shawn O'Hearn,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/ohearn_s/,N,1.79,,n/a,,,,,,,,,,,,,,
2001,City Attorney,General,4,Jim Lazarus,M,n/a,http://www.smartvoter.org/2001/11/06/ca/sf/vote/lazarus_j/,N,40.26,47.64,n/a,,,,,,,,,,,,,,
2001,City Attorney,General,4,Dennis J. Herrera,M,Latino,,Y,26.79,51.94,,,,,,,,,,,,,,,
2001,City Attorney,General,4,Steve Williams,M,n/a,http://www.smartvoter.org/2001/11/06/ca/sf/vote/williams_s/,N,18.35,,n/a,,,,,,,,,,,,,,
2001,City Attorney,General,4,Neil Eisenberg,M,n/a,http://www.legacy.com/obituaries/sfgate/obituary.aspx?page=lifestory&pid=164935907,N,14.6,,n/a,,,,,,,,,,,,,,
2001,Treasurer,Runoff,2,Susan Leal,F,n/a,,Y,86.95,,,,,,,,,,,,,,,,
2001,Treasurer,Runoff,2,Carlos Petroni,M,Latino,http://smartvoter.org/1998nov/ca/sf/vote/petroni_c/bio.html,N,13.05,,Website,,,,,,,,,,,,,,
2000,Board of Supervisors D1,Runoff,5,Michael Yaki,M,Asian,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=66217,N,38.07,47.92,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D1,Runoff,5,Jake McGoldrick,M,n/a,http://www.sfbos.org/index.aspx?page=3039 and http://www.sfgate.com/bayarea/article/Recall-of-Supervisor-Jake-McGoldrick-fails-2538522.php,Y,28.21,52.08,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D1,General,5,Rose Tsai,F,Asian,http://www.sfgate.com/politics/article/SAN-FRANCISCO-Mayor-Critic-Rose-Tsai-To-Run-for-3000515.php,N,22.09,,,,,,,,,,,,,,,,
2000,Board of Supervisors D1,General,5,"Ron ""K"" Konopaski",M,n/a,http://www.huffingtonpost.com/2013/03/18/san-francisco-abortion-clinic_n_2903800.html,N,8.56,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D1,General,5,Jason Z. Jungreis,M,Undetermined,coudl not find,N,2.77,,,,,,,,,,,,,,,,
2000,Board of Supervisors D10,Runoff,12,Linda Richardson,F,African American,http://www.sanfranciscosentinel.com/?p=13012,N,32.77,44.72,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D10,Runoff,12,Sophie Maxwell,F,African-American,,Y,20.674,55.28,,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Marie Harrison,F,African-American,https://www.youtube.com/watch?v=athL1rK6oso,N,8.94,,Video- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Espanola Jackson,F,African-American,,N,8.72,,,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Robert H. Chan,M,Asian,http://www.asianweek.com/2000/07/20/the-api-vote-and-district-elections/,N,7.73,,Article,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Jim Rodriguez,M,Latino,http://www.smartvoter.org/2002/03/05/ca/sf/vote/rodriguez_j/,N,4.86,,Photo and surname- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Larry Shockey,M,n/a,http://sanfrancisco.gaycities.com/events/201020-leadership-social-sex-and-celebration-race-bannon-and-larry-shockey,N,4,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Hubert Yee,M,Asian,http://www.nwasianweekly.com/2010/05/commentary-san-francisco%E2%80%99s-%E2%80%98black-on-chinese%E2%80%99-violence-goes-back-decades/,N,3.97,,Self-identifies,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Dwayne Jusino,M,Undetermined,http://www.smartvoter.org/2006/11/07/ca/sf/vote/jusino_d/bio.html,N,2.95,,,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,J.R. Manuel,M,African American,http://www.smartvoter.org/1999nov/ca/sf/vote/manuel_j/,N,2.38,,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,"Hamp ""Bubba"" Banks",?,Undetermined,could not find,N,1.73,,,,,,,,,,,,,,,,
2000,Board of Supervisors D10,General,12,Don Bertone,M,n/a,http://www.sfgate.com/news/article/A-nightmarish-neighbor-noisy-nosy-now-in-jail-2523719.php,N,0.99,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D11,Runoff,9,Gerardo Sandoval,M,Latino,,Y,29.38,60.88,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,Runoff,9,Amos Brown,M,African American,http://www.huffingtonpost.com/dr-amos-c-brown/,N,26.64,39.12,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,Myrna Viray Lim,F,Asian,,N,19.35,,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,Rebecca Reynolds Silverberg,F,n/a,,N,10.41,,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,Steven R. Currier,M,Undetermined,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=216588,N,4.27,,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,Kathleen McConnell,F,Undetermined,could not find,N,3.98,,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,Carlos Petroni,M,Latino,,N,2.33,,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,John Huber,M,Undetermined,http://www.ourcampaigns.com/RaceDetail.html?RaceID=548138,N,1.76,,,,,,,,,,,,,,,,
2000,Board of Supervisors D11,General,9,Douglas Moran,M,n/a,http://www.paloaltoonline.com/blogs/p/2015/04/17/frustrated-with-arguments-on-the-parcel-tax,N,1.71,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D2,General,1,Gavin Newsom,M,n/a,,Y,97.65,,,,,,,,,,,,,,,,
2000,Board of Supervisors D3,Runoff,8,Aaron Peskin,M,n/a,,Y,35.91,58.02,,,,,,,,,,,,,,,
2000,Board of Supervisors D3,Runoff,8,Lawrence Wong,M,Asian,http://www.hyphenmagazine.com/blog/2009/01/david-chiu-new-president-san-francisco-board-supervisors,N,14.77,41.98,Article,,,,,,,,,,,,,,
2000,Board of Supervisors D3,General,8,Meagan Levitan,F,n/a,http://www.theirelandfunds.org/upcoming-events/id.372/title.San-Francisco-Annual-Womens-Luncheon-2012,N,12.67,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D3,General,8,Rose Chung,F,Asian,http://www.sfweekly.com/sanfrancisco/a-republican-by-any-other-name/Content?oid=2138309,N,10.95,,Article,,,,,,,,,,,,,,
2000,Board of Supervisors D3,General,8,Mike DeNunzio,M,n/a,https://www.youtube.com/watch?v=1Y0ks13kCCo,N,10.74,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D3,General,8,Alicia Becerril,F,Latino,http://www.sfgate.com/politics/article/Latina-Lawyer-Named-to-Board-of-Supervisors-2950574.php,N,10.49,,Article,,,,,,,,,,,,,,
2000,Board of Supervisors D3,General,8,Bob Coleman,M,n/a,http://www.fogcityjournal.com/wordpress/995/neighborhood-activist-honored/,N,2.51,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D3,General,8,"Pelino ""Paul"" Jacobu",M,Undetermined,could not find,N,1.67,,,,,,,,,,,,,,,,
2000,Board of Supervisors D4,Runoff,7,Leland Yee,M,Asian,,Y,43.53,57.18,,,,,,,,,,,,,,,
2000,Board of Supervisors D4,Runoff,7,John Shanley,M,n/a,http://www.smartvoter.org/2000/11/07/ca/sf/vote/shanley_j/,N,16.83,42.82,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D4,General,7,Tom Hsieh,M,Asian,http://www.smartvoter.org/2000/11/07/ca/sf/vote/hsieh_t/bio.html,N,15.94,,Website- self-identifies,,,,,,,,,,,,,,
2000,Board of Supervisors D4,General,7,Ron Dudum,M,Middle Eastern,,N,15.14,,,,,,,,,,,,,,,,
2000,Board of Supervisors D4,General,7,Darryl Honda,M,Asian,http://asiapacificuniverse.com/asia_pacific/messages7/132.html,N,3.37,,Website,,,,,,,,,,,,,,
2000,Board of Supervisors D4,General,7,Vu-Duc Vuong,M,Asian,http://www.smartvoter.org/2000/11/07/ca/sf/vote/vuong_v/,N,2.69,,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D4,General,7,Jefferey Dilwyn Roger,M,Undetermined,could not find,N,2.23,,,,,,,,,,,,,,,,
2000,Board of Supervisors D5,Runoff,11,Matt Gonzalez,M,Latino,,Y,42.3,65.36%,,,,,,,,,,,,,,,
2000,Board of Supervisors D5,Runoff,11,Juanita Owens,F,Undetermined,http://www.highbeam.com/doc/1P1-79649395.html,N,28.51,34.64,,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Agar Jaicks,M,Undetermined,could not find,N,12.02,,,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,"Holman Turner, Jr. ",M,African American,http://www.smartvoter.org/2000/11/07/ca/sf/vote/turner_h/,N,4.23,,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Richard Hongisto,M,n/a,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0CCYQFjABahUKEwjh0KuCsNvGAhUIeD4KHdvHBzg&url=http%3A%2F%2Fwww.sfgate.com%2Fnews%2Farticle%2FRICHARD-HONGISTO-1936-2004-S-F-public-2676500.php&ei=hGWlVeH-JYjw-QHbj5_AAw&usg=AFQjCNESxz3TM1qOnGaqQ90N4GEttq_ABw&sig2=eJB9SIIeqHIlt-qYVcQI4w,N,4.02,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Joe Konopka,M,n/a,http://www.sfgate.com/bayarea/article/SAN-FRANCISCO-S-M-session-gone-awry-or-2581799.php,N,2.62,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Jay Bagi,M,Undetermined,http://www.smartvoter.org/2000/11/07/ca/sf/ballot.html,N,2.47,,,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Nicholas Gaffney,M,n/a,https://www.linkedin.com/in/nickgaffney,N,1.67,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Demian Barrett,M,n/a,http://www.smartvoter.org/2000/11/07/ca/sf/vote/barrett_d/,N,1.08,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,John D. Palmer,M,n/a,could not find,N,0.54,,,,,,,,,,,,,,,,
2000,Board of Supervisors D5,General,11,Rob Anderson,M,n/a,,N,0.35,,,,,,,,,,,,,,,,
2000,Board of Supervisors D6,Runoff,14,Chris Daly,M,n/a,,Y,33.78,80.92,,,,,,,,,,,,,,,
2000,Board of Supervisors D6,Runoff,14,Chris M. Dittenhafer,M,n/a,https://www.linkedin.com/pub/chris-dittenhafer/10/34a/7ab,N,16.44,19.08,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Carol Ruth Silver,F,n/a,http://www.sfgate.com/politics/article/Carol-Ruth-Silver-Freedom-Rider-50-years-later-2375118.php,N,14.95,,,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Beryl Magilavy,F,n/a,http://www.smartvoter.org/2000/11/07/ca/sf/vote/magilavy_b/bio.html,N,12.27,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Denise D'Anne,F,n/a,http://www.smartvoter.org/2000/11/07/ca/sf/vote/danne_d/,N,3.31,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Hank Wilson,M,n/a,http://www.sfgate.com/bayarea/article/Hank-Wilson-dies-gay-liberation-activist-3185940.php,N,2.85,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Mark Salomon,M,n/a,http://www.huffingtonpost.com/2013/01/24/chiune-sugihara-japanese--jews-holocaust_n_2528666.html,N,2.8,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Joseph Blue,M,African American,,N,2.71,,,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Joan Roughgarden,F,n/a,http://ai.eecs.umich.edu/people/conway/TS/JOAN-ROUGHGARDEN-LETTER.html,N,2.65,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Jim Reid,M,n/a,http://www.smartvoter.org/1999nov/ca/sf/vote/reid_j/bio.html,N,2.28,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Brenton Holland,M,Undetermined,could not find,N,1.18,,,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,James Leo Dunn,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/dunn_j/,N,1.11,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,H. Brown,M,n/a,http://www.sfbg.com/politics/2014/01/23/h-brown-goodbye-all-we-hope,N,1.05,,,,,,,,,,,,,,,,
2000,Board of Supervisors D6,General,14,Gilbert F. Criswell,M,n/a,http://www.ebar.com/news/article.php?sec=news&article=816,N,0.29,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D7,Runoff,6,Mabel Teng,F,Asian,http://www.sfgate.com/politics/article/SAN-FRANCISCO-Mayor-Critic-Rose-Tsai-To-Run-for-3000515.php and http://www.sfgate.com/politics/article/Embattled-S-F-official-Teng-quits-Assessor-2641539.php,N,43.89,49.9,Photo- see H,,,,,,,,,,,,,,
2000,Board of Supervisors D7,Runoff,6,Tony Hall,M,n/a,https://www.facebook.com/tonyhallsf/,Y,22.18,50.1,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D7,General,6,Rennie O'Brien,M,n/a,http://www.smartvoter.org/2001/11/06/ca/sf/vote/obrien_r/,N,12.09,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D7,General,6,Bud Wilson,M,n/a,http://www.legacy.com/obituaries/sfgate/obituary.aspx?n=elbert-wilson-bud&pid=130437076,N,10.82,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D7,General,6,Harold M. Hoogasian,M,Undetermined,could not find,N,9.25,,,,,,,,,,,,,,,,
2000,Board of Supervisors D7,General,6,Maryo Mogannam,M,Middle Eastern,http://westportalmerchants.com.localon.com/announcement/6790,N,1.56,,Website,,,,,,,,,,,,,,
2000,Board of Supervisors D8,Runoff,6,Mark Leno,M,n/a,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=5382,N,49.89,51.93,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D8,Runoff,6,Eileen Hansen,F,n/a,http://www.smartvoter.org/2002/12/10/ca/sf/vote/hansen_e/bio.html,N,33.74,48.07,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D8,General,6,James Green,M,Undetermined,could not find,N,6.03,,,,,,,,,,,,,,,,
2000,Board of Supervisors D8,General,6,Gary Virginia,M,n/a,http://sfbaytimes.com/profiles-of-compassion-and-courage-gary-virginia/,N,3.89,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D8,General,6,Scott Bingham,M,Undetermined,could not find,N,3.53,,,,,,,,,,,,,,,,
2000,Board of Supervisors D8,General,6,Shawn O'Hearn,M,n/a,http://www.smartvoter.org/2002/11/05/ca/sf/vote/ohearn_s/,N,2.73,,n/a,,,,,,,,,,,,,,
2000,Board of Supervisors D9,General,5,Tom Ammiano,M,n/a,,Y,68.16,,,,,,,,,,,,,,,,
2000,Board of Supervisors D9,General,5,Maria Martinez,F,Latino,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=66752,N,14.17,,Website- self-identifies,,,,,,,,,,,,,,
2000,Board of Supervisors D9,General,5,Lucrecia Bermudez,F,Latino,,N,6.65,,,,,,,,,,,,,,,,
2000,Board of Supervisors D9,General,5,Ron Norlin,M,Undetermined,could not find,N,5.51,,,,,,,,,,,,,,,,
2000,Board of Supervisors D9,General,5,Valerie Tulier,F,Undetermined,could not find,N,5.3,,,,,,,,,,,,,,,,
1999,District Attorney,Runoff,5,Terrence Hallinan,M,n/a,http://articles.latimes.com/1995-12-14/news/mn-13946_1_district-attorney and https://en.wikipedia.org/wiki/Terence_Hallinan,Y,38.22,50.44,n/a,,,,,,,,,,,,,,
1999,District Attorney,Runoff,5,Bill Fazio,M,Pacific Islander (Asian),,N,37.51,49.56,,,,,,,,,,,,,,,
1999,District Attorney,General,5,Matt Gonzalez,M,Latino,,N,11.26,,,,,,,,,,,,,,,,
1999,District Attorney,General,5,Steve Castleman,M,n/a,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19374,N,9.87,,n/a,,,,,,,,,,,,,,
1999,District Attorney,General,5,Mike Schaefer,M,n/a,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19375,N,3.14,,n/a,,,,,,,,,,,,,,
1999,Mayor,Runoff,18,"Willie Lewis Brown, Jr. ",M,African American,http://www.smartvoter.org/1999nov/ca/sf/vote/brown_w/,Y,38.9,59.61,Website- self-identifies,,,,,,,,,,,,,,
1999,Mayor,Runoff,18,Tom Ammiano,M,n/a,,N,25.37,40.39,,,,,,,,,,,,,,,
1999,Mayor,General,18,Frank M. Jordan,M,n/a,http://www.nytimes.com/1991/12/12/us/liberal-city-elects-a-moderate-mayor.html,N,16.9,,n/a,,,,,,,,,,,,,,
1999,Mayor,General,18,Clint Reilly,M,n/a,http://www.clintreilly.com/,N,12.49,,n/a,,,,,,,,,,,,,,
1999,Mayor,General,18,Martin Lee Eng,M,Asian,http://www.smartvoter.org/1999nov/ca/sf/vote/eng_m/bio.html,N,1.15,,Photo- see H,,,,,,,,,,,,,,
1999,Mayor,General,18,Lucrecia Bermudez,F,Latino,,N,0.88,,,,,,,,,,,,,,,,
1999,Mayor,General,18,Cesar Ascarrunz,M,Latino,,N,0.81,,,,,,,,,,,,,,,,
1999,Mayor,General,18,Jim Reid,M,n/a,,N,0.77,,,,,,,,,,,,,,,,
1999,Mayor,General,18,Joel Ventresca,M,Undetermined,could not find,N,0.71,,,,,,,,,,,,,,,,
1999,Mayor,General,18,David J. Martz,M,n/a,http://www.sfgate.com/politics/article/Names-on-S-F-Ballot-Can-Show-Their-Faces-2906504.php#photo-2246677,N,0.49,,n/a,,,,,,,,,,,,,,
1999,Mayor,General,18,"Mark ""Superbooty"" O'Hara",M,Undetermined,could not find,N,0.47,,,,,,,,,,,,,,,,
1999,Mayor,General,18,A.D. Wyatt Norton,M,n/a,http://www.sfgate.com/politics/article/Names-on-S-F-Ballot-Can-Show-Their-Faces-2906504.php#photo-2246678,N,0.39,,n/a,,,,,,,,,,,,,,
1999,Mayor,General,18,Max Woods,M,n/a,http://www.sfgate.com/politics/article/Names-on-S-F-Ballot-Can-Show-Their-Faces-2906504.php#photo-2246678,N,0.26,,n/a,,,,,,,,,,,,,,
1999,Mayor,General,18,William Felzer,M,n/a,http://www.sfgate.com/politics/article/Names-on-S-F-Ballot-Can-Show-Their-Faces-2906504.php#photo-2246674,N,0.25,,n/a,,,,,,,,,,,,,,
1999,Mayor,General,18,J.R. Manuel,M,African American,,N,0.14,,,,,,,,,,,,,,,,
1999,Mayor,General,18,Larry J. Edmond,M,African American,http://www.sfweekly.com/thesnitch/2012/06/26/larry-juicye-edmond-lgbt-activist-in-rainbow-wig-acquitted-of-restraining-order-violation,N,0,,Photo- see H,,,,,,,,,,,,,,
1999,Mayor,General,18,Anatole Ghio,?,Undetermined,could not find,N,0,,,,,,,,,,,,,,,,
1999,Mayor,General,18,Steve Whyte,M,n/a,https://www.linkedin.com/in/stevewhyte,N,0,,n/a,,,,,,,,,,,,,,
1999,Sheriff,General,1,Michael Hennessey,M,n/a,,Y,100,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Tom Ammiano,M,n/a,,Y,15.01,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Gavin Newsom,M,n/a,,Y,13.6,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Mabel Teng,F,Asian,http://www.sfgate.com/politics/article/SAN-FRANCISCO-Mayor-Critic-Rose-Tsai-To-Run-for-3000515.php,Y,11.86,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Mark Leno,M,n/a,,Y,10.29,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Amos Brown,M,African American,,Y,8.43,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Victor Marquez,M,Undetermined,could not find,N,7.35,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Rose Tsai,F,Asian,http://www.sfgate.com/politics/article/SAN-FRANCISCO-Mayor-Critic-Rose-Tsai-To-Run-for-3000515.php,N,7.31,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Donna Casey,F,n/a,http://www.sfgate.com/news/article/Centrist-seeks-niche-among-liberals-3240918.php,N,7.21,,n/a,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Denise D'Anne,F,n/a,http://somaleadership.org/2014/10/21/denise-danne-says/,N,4.4,,n/a,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Lucrecia Bermudez,F,Latino,,N,2.88,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Shawn O'Hearn,M,n/a,,N,2.2,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Jim Reid,M,n/a,,N,2.11,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Carlos Petroni,M,Latino,,N,2.03,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Len Pettigrew,M,African American,,N,1.88,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Tahnee Stair,?,Undetermined,could not find,N,1.45,,,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Frederick Hobson,M,n/a,http://www.smartvoter.org/2000/03/07/ca/sf/vote/hobson_f/philosophy.html,N,1,,n/a,,,,,,,,,,,,,,
1998,Board of Supervisors,At Large (5 Candidates win),17,Sam Lucas,?,Undetermined,could not find,N,0.98,,,,,,,,,,,,,,,,
1998,Public Defender,Primary,1,Jeff Brown,M,n/a,http://www.sfgate.com/politics/article/S-F-s-Jeff-Brown-Picked-for-Post-On-State-PUC-2962600.php,Y,100,,n/a,,,,,,,,,,,,,,
1997,City Attorney,General,1,Louise Renee,F,n/a,http://publiclawgroup.com/people/louise-renne/,Y,100,,n/a,,,,,,,,,,,,,,
1997,Treasurer,General,3,Susan Leal,F,n/a,,Y,57.88,,,,,,,,,,,,,,,,
1997,Treasurer,General,3,Joel Ventresca,M,n/a,,N,34,,,,,,,,,,,,,,,,
1997,Treasurer,General,3,Lucrecia Bermudez,F,Latino,,N,8.12,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Barbara Kaufman,F,n/a,http://www.spur.org/blog/2014-11-24/2014-silver-spur-how-ron-and-barbara-kaufman-advocate-san-francisco,Y,10.4,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Sue Bierman,F,n/a,http://www.sfgate.com/news/article/Former-S-F-supervisor-Sue-Bierman-dies-after-car-2514661.php,Y,9.8,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Leland Yee,M,Asian,,Y,8.62,,,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Leslie R. Katz,F,n/a,http://www.sfport.com/index.aspx?page=24,Y,8.41,,n/a,,,,,,,,,,,,,,
1996,Board of Supervisors,At Large (6 Candidates win),28,Michael Yaki,M,Asian,,Y,7.86,,,,,,,,,,,,,,,,
